question,answer
"What is playlist_track with values playlist_id: 1, track_id: 3397?","playlist_track details are playlist_id: 1, track_id: 3397."
"What is playlist_track with values playlist_id: 1, track_id: 3398?","playlist_track details are playlist_id: 1, track_id: 3398."
"What is playlist_track with values playlist_id: 1, track_id: 3399?","playlist_track details are playlist_id: 1, track_id: 3399."
"What is playlist_track with values playlist_id: 1, track_id: 3400?","playlist_track details are playlist_id: 1, track_id: 3400."
"What is playlist_track with values playlist_id: 1, track_id: 3401?","playlist_track details are playlist_id: 1, track_id: 3401."
"What is playlist_track with values playlist_id: 1, track_id: 3336?","playlist_track details are playlist_id: 1, track_id: 3336."
"What is playlist_track with values playlist_id: 1, track_id: 3478?","playlist_track details are playlist_id: 1, track_id: 3478."
"What is playlist_track with values playlist_id: 1, track_id: 3375?","playlist_track details are playlist_id: 1, track_id: 3375."
"What is playlist_track with values playlist_id: 1, track_id: 3376?","playlist_track details are playlist_id: 1, track_id: 3376."
"What is playlist_track with values playlist_id: 1, track_id: 3377?","playlist_track details are playlist_id: 1, track_id: 3377."
"What is playlist_track with values playlist_id: 1, track_id: 3378?","playlist_track details are playlist_id: 1, track_id: 3378."
"What is playlist_track with values playlist_id: 1, track_id: 3379?","playlist_track details are playlist_id: 1, track_id: 3379."
"What is playlist_track with values playlist_id: 1, track_id: 3380?","playlist_track details are playlist_id: 1, track_id: 3380."
"What is playlist_track with values playlist_id: 1, track_id: 3381?","playlist_track details are playlist_id: 1, track_id: 3381."
"What is playlist_track with values playlist_id: 1, track_id: 3382?","playlist_track details are playlist_id: 1, track_id: 3382."
"What is playlist_track with values playlist_id: 1, track_id: 3383?","playlist_track details are playlist_id: 1, track_id: 3383."
"What is playlist_track with values playlist_id: 1, track_id: 3384?","playlist_track details are playlist_id: 1, track_id: 3384."
"What is playlist_track with values playlist_id: 1, track_id: 3385?","playlist_track details are playlist_id: 1, track_id: 3385."
"What is playlist_track with values playlist_id: 1, track_id: 3386?","playlist_track details are playlist_id: 1, track_id: 3386."
"What is playlist_track with values playlist_id: 1, track_id: 3387?","playlist_track details are playlist_id: 1, track_id: 3387."
"What is playlist_track with values playlist_id: 1, track_id: 3388?","playlist_track details are playlist_id: 1, track_id: 3388."
"What is playlist_track with values playlist_id: 1, track_id: 3365?","playlist_track details are playlist_id: 1, track_id: 3365."
"What is playlist_track with values playlist_id: 1, track_id: 3366?","playlist_track details are playlist_id: 1, track_id: 3366."
"What is playlist_track with values playlist_id: 1, track_id: 3367?","playlist_track details are playlist_id: 1, track_id: 3367."
"What is playlist_track with values playlist_id: 1, track_id: 3368?","playlist_track details are playlist_id: 1, track_id: 3368."
"What is playlist_track with values playlist_id: 1, track_id: 3369?","playlist_track details are playlist_id: 1, track_id: 3369."
"What is playlist_track with values playlist_id: 1, track_id: 3370?","playlist_track details are playlist_id: 1, track_id: 3370."
"What is playlist_track with values playlist_id: 1, track_id: 3371?","playlist_track details are playlist_id: 1, track_id: 3371."
"What is playlist_track with values playlist_id: 1, track_id: 3372?","playlist_track details are playlist_id: 1, track_id: 3372."
"What is playlist_track with values playlist_id: 1, track_id: 3373?","playlist_track details are playlist_id: 1, track_id: 3373."
"What is playlist_track with values playlist_id: 1, track_id: 3374?","playlist_track details are playlist_id: 1, track_id: 3374."
"What is playlist_track with values playlist_id: 1, track_id: 99?","playlist_track details are playlist_id: 1, track_id: 99."
"What is playlist_track with values playlist_id: 1, track_id: 100?","playlist_track details are playlist_id: 1, track_id: 100."
"What is playlist_track with values playlist_id: 1, track_id: 101?","playlist_track details are playlist_id: 1, track_id: 101."
"What is playlist_track with values playlist_id: 1, track_id: 102?","playlist_track details are playlist_id: 1, track_id: 102."
"What is playlist_track with values playlist_id: 1, track_id: 103?","playlist_track details are playlist_id: 1, track_id: 103."
"What is playlist_track with values playlist_id: 1, track_id: 104?","playlist_track details are playlist_id: 1, track_id: 104."
"What is playlist_track with values playlist_id: 1, track_id: 105?","playlist_track details are playlist_id: 1, track_id: 105."
"What is playlist_track with values playlist_id: 1, track_id: 106?","playlist_track details are playlist_id: 1, track_id: 106."
"What is playlist_track with values playlist_id: 1, track_id: 107?","playlist_track details are playlist_id: 1, track_id: 107."
"What is playlist_track with values playlist_id: 1, track_id: 108?","playlist_track details are playlist_id: 1, track_id: 108."
"What is playlist_track with values playlist_id: 1, track_id: 109?","playlist_track details are playlist_id: 1, track_id: 109."
"What is playlist_track with values playlist_id: 1, track_id: 110?","playlist_track details are playlist_id: 1, track_id: 110."
"What is playlist_track with values playlist_id: 1, track_id: 166?","playlist_track details are playlist_id: 1, track_id: 166."
"What is playlist_track with values playlist_id: 1, track_id: 167?","playlist_track details are playlist_id: 1, track_id: 167."
"What is playlist_track with values playlist_id: 1, track_id: 168?","playlist_track details are playlist_id: 1, track_id: 168."
"What is playlist_track with values playlist_id: 1, track_id: 169?","playlist_track details are playlist_id: 1, track_id: 169."
"What is playlist_track with values playlist_id: 1, track_id: 170?","playlist_track details are playlist_id: 1, track_id: 170."
"What is playlist_track with values playlist_id: 1, track_id: 171?","playlist_track details are playlist_id: 1, track_id: 171."
"What is playlist_track with values playlist_id: 1, track_id: 172?","playlist_track details are playlist_id: 1, track_id: 172."
"What is playlist_track with values playlist_id: 1, track_id: 173?","playlist_track details are playlist_id: 1, track_id: 173."
"What is playlist_track with values playlist_id: 1, track_id: 174?","playlist_track details are playlist_id: 1, track_id: 174."
"What is playlist_track with values playlist_id: 1, track_id: 175?","playlist_track details are playlist_id: 1, track_id: 175."
"What is playlist_track with values playlist_id: 1, track_id: 176?","playlist_track details are playlist_id: 1, track_id: 176."
"What is playlist_track with values playlist_id: 1, track_id: 177?","playlist_track details are playlist_id: 1, track_id: 177."
"What is playlist_track with values playlist_id: 1, track_id: 178?","playlist_track details are playlist_id: 1, track_id: 178."
"What is playlist_track with values playlist_id: 1, track_id: 179?","playlist_track details are playlist_id: 1, track_id: 179."
"What is playlist_track with values playlist_id: 1, track_id: 180?","playlist_track details are playlist_id: 1, track_id: 180."
"What is playlist_track with values playlist_id: 1, track_id: 181?","playlist_track details are playlist_id: 1, track_id: 181."
"What is playlist_track with values playlist_id: 1, track_id: 182?","playlist_track details are playlist_id: 1, track_id: 182."
"What is playlist_track with values playlist_id: 1, track_id: 2591?","playlist_track details are playlist_id: 1, track_id: 2591."
"What is playlist_track with values playlist_id: 1, track_id: 2592?","playlist_track details are playlist_id: 1, track_id: 2592."
"What is playlist_track with values playlist_id: 1, track_id: 2593?","playlist_track details are playlist_id: 1, track_id: 2593."
"What is playlist_track with values playlist_id: 1, track_id: 2594?","playlist_track details are playlist_id: 1, track_id: 2594."
"What is playlist_track with values playlist_id: 1, track_id: 2595?","playlist_track details are playlist_id: 1, track_id: 2595."
"What is playlist_track with values playlist_id: 1, track_id: 2596?","playlist_track details are playlist_id: 1, track_id: 2596."
"What is playlist_track with values playlist_id: 1, track_id: 2597?","playlist_track details are playlist_id: 1, track_id: 2597."
"What is playlist_track with values playlist_id: 1, track_id: 2598?","playlist_track details are playlist_id: 1, track_id: 2598."
"What is playlist_track with values playlist_id: 1, track_id: 2599?","playlist_track details are playlist_id: 1, track_id: 2599."
"What is playlist_track with values playlist_id: 1, track_id: 2600?","playlist_track details are playlist_id: 1, track_id: 2600."
"What is playlist_track with values playlist_id: 1, track_id: 2601?","playlist_track details are playlist_id: 1, track_id: 2601."
"What is playlist_track with values playlist_id: 1, track_id: 2602?","playlist_track details are playlist_id: 1, track_id: 2602."
"What is playlist_track with values playlist_id: 1, track_id: 2603?","playlist_track details are playlist_id: 1, track_id: 2603."
"What is playlist_track with values playlist_id: 1, track_id: 2604?","playlist_track details are playlist_id: 1, track_id: 2604."
"What is playlist_track with values playlist_id: 1, track_id: 2605?","playlist_track details are playlist_id: 1, track_id: 2605."
"What is playlist_track with values playlist_id: 1, track_id: 2606?","playlist_track details are playlist_id: 1, track_id: 2606."
"What is playlist_track with values playlist_id: 1, track_id: 2607?","playlist_track details are playlist_id: 1, track_id: 2607."
"What is playlist_track with values playlist_id: 1, track_id: 2608?","playlist_track details are playlist_id: 1, track_id: 2608."
"What is playlist_track with values playlist_id: 1, track_id: 923?","playlist_track details are playlist_id: 1, track_id: 923."
"What is playlist_track with values playlist_id: 1, track_id: 924?","playlist_track details are playlist_id: 1, track_id: 924."
"What is playlist_track with values playlist_id: 1, track_id: 925?","playlist_track details are playlist_id: 1, track_id: 925."
"What is playlist_track with values playlist_id: 1, track_id: 926?","playlist_track details are playlist_id: 1, track_id: 926."
"What is playlist_track with values playlist_id: 1, track_id: 927?","playlist_track details are playlist_id: 1, track_id: 927."
"What is playlist_track with values playlist_id: 1, track_id: 928?","playlist_track details are playlist_id: 1, track_id: 928."
"What is playlist_track with values playlist_id: 1, track_id: 929?","playlist_track details are playlist_id: 1, track_id: 929."
"What is playlist_track with values playlist_id: 1, track_id: 930?","playlist_track details are playlist_id: 1, track_id: 930."
"What is playlist_track with values playlist_id: 1, track_id: 931?","playlist_track details are playlist_id: 1, track_id: 931."
"What is playlist_track with values playlist_id: 1, track_id: 932?","playlist_track details are playlist_id: 1, track_id: 932."
"What is playlist_track with values playlist_id: 1, track_id: 933?","playlist_track details are playlist_id: 1, track_id: 933."
"What is playlist_track with values playlist_id: 1, track_id: 934?","playlist_track details are playlist_id: 1, track_id: 934."
"What is playlist_track with values playlist_id: 1, track_id: 935?","playlist_track details are playlist_id: 1, track_id: 935."
"What is genre with values genre_id: 1, name: Rock?","genre details are genre_id: 1, name: Rock."
"What is genre with values genre_id: 2, name: Jazz?","genre details are genre_id: 2, name: Jazz."
"What is genre with values genre_id: 3, name: Metal?","genre details are genre_id: 3, name: Metal."
"What is genre with values genre_id: 4, name: Alternative & Punk?","genre details are genre_id: 4, name: Alternative & Punk."
"What is genre with values genre_id: 5, name: Rock And Roll?","genre details are genre_id: 5, name: Rock And Roll."
"What is genre with values genre_id: 6, name: Blues?","genre details are genre_id: 6, name: Blues."
"What is genre with values genre_id: 7, name: Latin?","genre details are genre_id: 7, name: Latin."
"What is genre with values genre_id: 8, name: Reggae?","genre details are genre_id: 8, name: Reggae."
"What is genre with values genre_id: 9, name: Pop?","genre details are genre_id: 9, name: Pop."
"What is genre with values genre_id: 10, name: Soundtrack?","genre details are genre_id: 10, name: Soundtrack."
"What is genre with values genre_id: 11, name: Bossa Nova?","genre details are genre_id: 11, name: Bossa Nova."
"What is genre with values genre_id: 12, name: Easy Listening?","genre details are genre_id: 12, name: Easy Listening."
"What is genre with values genre_id: 13, name: Heavy Metal?","genre details are genre_id: 13, name: Heavy Metal."
"What is genre with values genre_id: 14, name: R&B/Soul?","genre details are genre_id: 14, name: R&B/Soul."
"What is genre with values genre_id: 15, name: Electronica/Dance?","genre details are genre_id: 15, name: Electronica/Dance."
"What is genre with values genre_id: 16, name: World?","genre details are genre_id: 16, name: World."
"What is genre with values genre_id: 17, name: Hip Hop/Rap?","genre details are genre_id: 17, name: Hip Hop/Rap."
"What is genre with values genre_id: 18, name: Science Fiction?","genre details are genre_id: 18, name: Science Fiction."
"What is genre with values genre_id: 19, name: TV Shows?","genre details are genre_id: 19, name: TV Shows."
"What is genre with values genre_id: 20, name: Sci Fi & Fantasy?","genre details are genre_id: 20, name: Sci Fi & Fantasy."
"What is genre with values genre_id: 21, name: Drama?","genre details are genre_id: 21, name: Drama."
"What is genre with values genre_id: 22, name: Comedy?","genre details are genre_id: 22, name: Comedy."
"What is genre with values genre_id: 23, name: Alternative?","genre details are genre_id: 23, name: Alternative."
"What is genre with values genre_id: 24, name: Classical?","genre details are genre_id: 24, name: Classical."
"What is genre with values genre_id: 25, name: Opera?","genre details are genre_id: 25, name: Opera."
"What is media_type with values media_type_id: 1, name: MPEG audio file?","media_type details are media_type_id: 1, name: MPEG audio file."
"What is media_type with values media_type_id: 2, name: Protected AAC audio file?","media_type details are media_type_id: 2, name: Protected AAC audio file."
